"Date","Rev"
"November 7, 2013","Love it because I just type in an artist I like and it somehow knows what other artist I like and I can listen to it without many ads at all. I can shuffle my stations and listen to all the music genres I like together . The only thing I don't like is it plays too many live versions of songs and I'd rather hear the studio version."
"July 7, 2014","Love my Pandora radio! I have several radio stations I have created that did t my changing desires in music. The ads are short, provide a little break and I don't mind them, nothing like commercial radio and announcers constant blabbering, just constant music with brief interludes."
"June 16, 2013","Fast download and used right away. It immediately played songs that I love and new songs to add to my favorites. I appreciate the option to ""like"" and ""dislike"" songs so that Pandora can track what kind of music I want to listen to and create better playlists. Commercials are not big deal. How else would you get this great music app for free?"
"March 19, 2014","I love Pandora as i can customize my own station. I can also make multiple stations for those days when I want to listen to Country and the other days where I need a little spiritual music in my ear. You can dislike and like songs as you go along to build up your playlist. Love this app for my Kindle."
"September 22, 2017","Have been with Pandora for years & if it's music, Pandora's got it!"
"February 17, 2016","I still love pandora! I have prime, and google play. but I still use pandora about... 1/3 of the time. it's nice to have it totally on autopilot!"
"January 18, 2016","I love Pandora for both work and home. I do wish it had less commercials and I had a tad more control over songs, but I have it for free so no real complaints!"
"June 24, 2017","Can't beat it for its variety and ease."
"October 25, 2017","Like my play list. Although they are not able to pull in all the music I request."
"December 26, 2016","Love pandora. Ads pop up here and there but i dnt find them invasive or annoying."
"February 11, 2017","Pandora is a great app for listening to the type of music that you like. Love it!"
"September 6, 2017","Enjoy, enjoy"
"February 14, 2016","Couldn't get the app to play on my kindle"
"August 4, 2013","It deserves a 5 star rating because there is nothing out there like it. could there be some improvements now that i have experienced for years now, yes. but they are very small. I would recommend it to anyone who is tired of hearing the insulting to your intelligence commercials and are tired of hearing the same 10 songs played over and over again."
"September 2, 2016","It's free and plays great music tailored to the person's preference, it does not get any better than that."
"March 13, 2013","I love Pandora. I have found stations that I probably wouldn't look for otherwise and genres that compliment the mood I am in. I also like the shuffle feature when I'm not sure what I want to listen to knowing it will be something that I like. This is one of the first apps I added. Knew I had to have this one!"
"March 3, 2016","Not only do I listen to the artists I love but the suggestions by Pandora have opened me up to artists I would never have been exposed to otherwise."
